handle,first_name,last_name,status,photo_url,org,agents,rounds_played,rating,average_combat_score,kill_deaths,kill_assists_survived_traded,average_damage_per_round,kills_per_round,assists_per_round,first_kills_per_round,first_deaths_per_round,headshot_percentage,clutch_success_percentage,igl,gender,country,primary_language,regions,league
panini,Vanessa,Emory,active,http://static.lolesports.com/players/1632344407755_silhouette-female.png,oomf,"Viper, Omen, Astra",5098.0,1.0,192.7,0.97,73%,126.4,0.68,0.3,0.07,0.07,24%,10%,FALSE,Female,United States,English,na,valorant game changers
Kazler,Else,Smart,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,RF.GC,"Sova, Skye, Gekko",2599.0,1.0,204.1,0.98,70%,133.4,0.72,0.29,0.1,0.11,29%,23%,FALSE,Female,POLAND,Polish,na,valorant game changers
UNSTABLE,Joshua,Park,active,http://static.lolesports.com/players/1690153127027_silhouette_transparent.png,DSG,"jett, skye, raze",3619.0,1.07,224.3,1.1,72%,145.0,0.8,0.23,0.17,0.13,29%,15%,FALSE,Male,South Korea,Korean,na,valorant game changers
Lorri,Lorri,Elad,active,http://static.lolesports.com/players/1632344375025_silhouette-female.png,EG.GC,"Jett, Skye, KAY/O",4858.0,0.96,204.6,0.95,70%,131.8,0.71,0.29,0.11,0.11,24%,12%,FALSE,Female,Philippines,Filipino/English,na,valorant game changers
MiLLER,John,Reynolds,active,http://static.lolesports.com/players/1632351176679_silhouette.png,(+1),"cypher, omen, phoenix",384.0,0.84,180.1,0.88,67%,112.4,0.65,0.16,0.07,0.1,24%,20%,FALSE,Male,UNITED STATES,English,na,valorant game changers
evv,Evan,do couto,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,FLY.R,"Skye, Sova, KAY/O",2802.0,0.94,194.2,0.92,71%,127.5,0.68,0.3,0.09,0.1,31%,15%,FALSE,Male,Canada,English/French,na,valorant game changers
theia,Melisa,Mundorff,active,http://static.lolesports.com/players/1632350260751_silhouette-female.png,FLY.R,"omen, cypher, astra",5445.0,0.94,180.7,0.92,70%,117.0,0.63,0.31,0.09,0.1,23%,15%,FALSE,Female,United States,English,na,valorant game changers
alimonstr,Alice,Lew,active,http://static.lolesports.com/players/1632351164350_silhouette-female.png,COL,"Astra, Viper, Omen",739.0,0.86,170.6,0.81,68%,115.6,0.6,0.28,0.07,0.11,31%,16%,FALSE,Female,UNITED STATES,English,na,valorant game changers
emuhleet,Emmalee,Garrido,active,http://static.lolesports.com/players/1632350246940_silhouette-female.png,EG.GC,"kayo, breach, phoenix",2603.0,0.89,167.2,0.81,70%,110.4,0.57,0.41,0.05,0.08,20%,15%,FALSE,Female,UNITED STATES,English,na,valorant game changers
Hannah,Hannah,Reyes,active,http://static.lolesports.com/players/1632350710126_silhouette-female.png,DSG,"Killjoy, Viper, Cypher",3305.0,1.06,205.7,1.07,72%,136.1,0.73,0.24,0.08,0.07,24%,13%,FALSE,Female,United States,English,na,valorant game changers
robwiz,Rob,Kennedy,active,http://static.lolesports.com/players/1632344428748_silhouette.png,SR.GC,"jett, omen, kayo",1259.0,0.8,202,0.91,67%,122.4,0.69,0.17,0.18,0.17,16%,16%,FALSE,Male,CANADA,English/French,na,valorant game changers
CasperR,Neha,Sottany,active,https://s3.us-west-2.amazonaws.com/static.lolesports.com/players/default-headshot.png,SCC.A,"astra, omen, killjoy",232.0,0.84,173.1,0.73,55%,116.5,0.55,0.26,0.08,0.09,20%,5%,FALSE,Female,INDIA,Hindi/English,na,valorant game changers
shockah,Eva,Clement,active,http://static.lolesports.com/players/1632348918760_silhouette-female.png,PLR,"sova, chamber, jett",906.0,0.76,163,0.69,65%,111.5,0.53,0.25,0.05,0.09,20%,14%,FALSE,Female,UNITED STATES,English,na,valorant game changers
